id,act,attRangeType,classType,coldtimer,delayTime,descs,distance,flySpeed,flyeff,name,pos,protoids,selfeff,selfindex,skilltype,soundid,spell_time,tareff,targetType,targetindex,tarhitpoint,tarsoundid,url,damage_mp,desc,foreskill,learn_lv,lv,money,petskillorder,soulpowercost
511100004,,0,1,0,0,|n|永久增加8点远防,0,,,远防加强,10,0$,,,2,,0,,3,,,,71100012,0,被动技能，永久增加224点远防,,60,28,56000,,1450000
511100004,,0,1,0,0,|n|永久增加8点远防,0,,,远防加强,10,0$,,,2,,0,,3,,,,71100012,0,被动技能，永久增加232点远防,,60,29,58000,,1500000
511100004,,0,1,0,0,|n|永久增加8点远防,0,,,远防加强,10,0$,,,2,,0,,3,,,,71100012,0,被动技能，永久增加240点远防,,60,30,60000,,1550000
511100004,,0,1,0,0,|n|永久增加8点远防,0,,,远防加强,10,0$,,,2,,0,,3,,,,71100012,0,被动技能，永久增加248点远防,,60,31,62000,,1600000
511100004,,0,1,0,0,|n|永久增加8点远防,0,,,远防加强,10,0$,,,2,,0,,3,,,,71100012,0,被动技能，永久增加256点远防,,60,32,64000,,1700000
511100004,,0,1,0,0,|n|永久增加8点远防,0,,,远防加强,10,0$,,,2,,0,,3,,,,71100012,0,被动技能，永久增加264点远防,,60,33,66000,,1800000
511100004,,0,1,0,0,|n|永久增加8点远防,0,,,远防加强,10,0$,,,2,,0,,3,,,,71100012,0,被动技能，永久增加272点远防,,60,34,68000,,1900000
511100004,,0,1,0,0,|n|永久增加8点远防,0,,,远防加强,10,0$,,,2,,0,,3,,,,71100012,0,被动技能，永久增加280点远防,,60,35,70000,,2000000
511100004,,0,1,0,0,|n|永久增加8点远防,0,,,远防加强,10,0$,,,2,,0,,3,,,,71100012,0,被动技能，永久增加288点远防,,60,36,72000,,2100000
511100004,,0,1,0,0,|n|永久增加8点远防,0,,,远防加强,10,0$,,,2,,0,,3,,,,71100012,0,被动技能，永久增加296点远防,,60,37,74000,,2200000
511100004,,0,1,0,0,|n|永久增加8点远防,0,,,远防加强,10,0$,,,2,,0,,3,,,,71100012,0,被动技能，永久增加304点远防,,60,38,76000,,2300000
511100004,,0,1,0,0,|n|永久增加8点远防,0,,,远防加强,10,0$,,,2,,0,,3,,,,71100012,0,被动技能，永久增加312点远防,,60,39,78000,,2400000
511100004,,0,1,0,0,|n|永久增加8点远防,0,,,远防加强,10,0$,,,2,,0,,3,,,,71100012,0,被动技能，永久增加320点远防,,60,40,80000,,2500000
511100004,,0,1,0,0,|n|永久增加8点远防,0,,,远防加强,10,0$,,,2,,0,,3,,,,71100012,0,被动技能，永久增加328点远防,,60,41,82000,,3000000
511100004,,0,1,0,0,|n|永久增加8点远防,0,,,远防加强,10,0$,,,2,,0,,3,,,,71100012,0,被动技能，永久增加336点远防,,60,42,84000,,3500000
511100004,,0,1,0,0,|n|永久增加8点远防,0,,,远防加强,10,0$,,,2,,0,,3,,,,71100012,0,被动技能，永久增加344点远防,,60,43,86000,,4000000
511100004,,0,1,0,0,|n|永久增加8点远防,0,,,远防加强,10,0$,,,2,,0,,3,,,,71100012,0,被动技能，永久增加352点远防,,60,44,88000,,4500000
511100004,,0,1,0,0,|n|永久增加8点远防,0,,,远防加强,10,0$,,,2,,0,,3,,,,71100012,0,被动技能，永久增加360点远防,,60,45,90000,,5000000
511100004,,0,1,0,0,|n|永久增加8点远防,0,,,远防加强,10,0$,,,2,,0,,3,,,,71100012,0,被动技能，永久增加368点远防,,60,46,92000,,5500000
511100004,,0,1,0,0,|n|永久增加8点远防,0,,,远防加强,10,0$,,,2,,0,,3,,,,71100012,0,被动技能，永久增加376点远防,,60,47,94000,,6000000
511100004,,0,1,0,0,|n|永久增加8点远防,0,,,远防加强,10,0$,,,2,,0,,3,,,,71100012,0,被动技能，永久增加384点远防,,60,48,96000,,6500000
511100004,,0,1,0,0,|n|永久增加8点远防,0,,,远防加强,10,0$,,,2,,0,,3,,,,71100012,0,被动技能，永久增加392点远防,,60,49,98000,,7000000
511100004,,0,1,0,0,|n|永久增加8点远防,0,,,远防加强,10,0$,,,2,,0,,3,,,,71100012,0,被动技能，永久增加400点远防,,60,50,100000,,7500000
802000009,2,1,0,0,0,,0,,,去除燃烧状态,802000009,0$,751000004,1,1,,0,530000003,1,1,2,,75100009,0,去除燃烧状态,,0,1,0,,0
540000003,2,,,0,0,,3,,,,,,,,,0,,,,,,0,,,,,,,,,
781000012,2,,,5000,0,,0,,,,,,751000009,1,,,,,,,2,,,,,,,,,,
751000005,0,1,0,5000,0,,0,,,血色狂热,751000005,0$,,,1,,0,,3,,,,75100005,0,召唤四圣·朱雀，为玩家增加攻击力。,,0,0,0,,0
751000005,0,1,0,5000,0,,0,,,血色狂热,751000005,0$,,,1,,0,,3,,,,75100005,0,召唤四圣·朱雀，为玩家增加25攻击力。,,0,1,0,,10
751000005,0,1,0,5000,0,,0,,,血色狂热,751000005,0$,,,1,,0,,3,,,,75100005,0,召唤四圣·朱雀，为玩家增加48攻击力。,,0,2,0,,10
751000005,0,1,0,5000,0,,0,,,血色狂热,751000005,0$,,,1,,0,,3,,,,75100005,0,召唤四圣·朱雀，为玩家增加65攻击力。,,0,3,0,,10
751000005,0,1,0,5000,0,,0,,,血色狂热,751000005,0$,,,1,,0,,3,,,,75100005,0,召唤四圣·朱雀，为玩家增加114攻击力。,,0,4,0,,10
751000005,0,1,0,5000,0,,0,,,血色狂热,751000005,0$,,,1,,0,,3,,,,75100005,0,召唤四圣·朱雀，为玩家增加143攻击力。,,0,5,0,,10
751000005,0,1,0,5000,0,,0,,,血色狂热,751000005,0$,,,1,,0,,3,,,,75100005,0,召唤四圣·朱雀，为玩家增加182攻击力。,,0,6,0,,10
751000005,0,1,0,5000,0,,0,,,血色狂热,751000005,0$,,,1,,0,,3,,,,75100005,0,召唤四圣·朱雀，为玩家增加276攻击力。,,0,7,0,,10
751000005,0,1,0,5000,0,,0,,,血色狂热,751000005,0$,,,1,,0,,3,,,,75100005,0,召唤四圣·朱雀，为玩家增加318攻击力。,,0,8,0,,10
751000005,0,1,0,5000,0,,0,,,血色狂热,751000005,0$,,,1,,0,,3,,,,75100005,0,召唤四圣·朱雀，为玩家增加607攻击力。,,0,9,0,,30
751000005,0,1,0,5000,0,,0,,,血色狂热,751000005,0$,,,1,,0,,3,,,,75100005,0,召唤四圣·朱雀，为玩家增加720攻击力。,,0,10,0,,50
600000000,0,0,0,0,0,,15,0,0,法宝普攻,600000000,1$,0,0,10,0,0,0,4,1,2,0,540000006,0,法宝普攻,,0,1,0,,0
781000005,2,,,5000,0,,0,,,,,,0,0,,0,,,,,,0,,,,,,,,,
781000021,2,,,5000,4,,0,0,0,,,,510000005,0,,610000005,,510000021,,0,3,,,,,,,,,,
753000005,0,,,0,0,,0,,,,,,,,,0,,,,,,0,,,,,,,,,
530000004,200,0,3,30000,0,|n|单体攻击|n|攻击+35|n|使对方昏迷持续1.5秒|n|附加550点命中,5,0,0,斩龙,4,0$,0,0,1,610000054,0,590000436,4,1,3,,53000007,-130,单体攻击|n|攻击+35|n|使对方昏迷持续1.5秒|n|附加550点命中,,20,1,287,,0
530000004,200,0,3,30000,0,|n|单体攻击|n|攻击+35|n|使对方昏迷持续1.5秒|n|附加550点命中,5,0,0,斩龙,4,0$,0,0,1,610000054,0,590000436,4,1,3,,53000007,-143,单体攻击|n|攻击+43|n|使对方昏迷持续1.7秒|n|附加600点命中,,24,2,511,,0
530000004,200,0,3,30000,0,|n|单体攻击|n|攻击+35|n|使对方昏迷持续1.5秒|n|附加550点命中,5,0,0,斩龙,4,0$,0,0,1,610000054,0,590000436,4,1,3,,53000007,-156,单体攻击|n|攻击+53|n|使对方昏迷持续1.9秒|n|附加650点命中,,30,3,1465,,0
530000004,200,0,3,30000,0,|n|单体攻击|n|攻击+35|n|使对方昏迷持续1.5秒|n|附加550点命中,5,0,0,斩龙,4,0$,0,0,1,610000054,0,590000436,4,1,3,,53000007,-169,单体攻击|n|攻击+65|n|使对方昏迷持续2.1秒|n|附加700点命中,,36,4,3888,,0
530000004,200,0,3,30000,0,|n|单体攻击|n|攻击+35|n|使对方昏迷持续1.5秒|n|附加550点命中,5,0,0,斩龙,4,0$,0,0,1,610000054,0,590000436,4,1,3,,53000007,-182,单体攻击|n|攻击+79|n|使对方昏迷持续2.3秒|n|附加750点命中,,42,5,5716,,0
530000004,200,0,3,30000,0,|n|单体攻击|n|攻击+35|n|使对方昏迷持续1.5秒|n|附加550点命中,5,0,0,斩龙,4,0$,0,0,1,610000054,0,590000436,4,1,3,,53000007,-195,单体攻击|n|攻击+95|n|使对方昏迷持续2.5秒|n|附加800点命中,,48,6,7981,,0
530000004,200,0,3,30000,0,|n|单体攻击|n|攻击+35|n|使对方昏迷持续1.5秒|n|附加550点命中,5,0,0,斩龙,4,0$,0,0,1,610000054,0,590000436,4,1,3,,53000007,-208,单体攻击|n|攻击+113|n|使对方昏迷持续2.7秒|n|附加850点命中,,54,7,10714,,0
530000004,200,0,3,30000,0,|n|单体攻击|n|攻击+35|n|使对方昏迷持续1.5秒|n|附加550点命中,5,0,0,斩龙,4,0$,0,0,1,610000054,0,590000436,4,1,3,,53000007,-221,单体攻击|n|攻击+133|n|使对方昏迷持续2.9秒|n|附加900点命中,,60,8,13943,,0
530000004,200,0,3,30000,0,|n|单体攻击|n|攻击+35|n|使对方昏迷持续1.5秒|n|附加550点命中,5,0,0,斩龙,4,0$,0,0,1,610000054,0,590000436,4,1,3,,53000007,-234,单体攻击|n|攻击+155|n|使对方昏迷持续3.1秒|n|附加950点命中,,66,9,17694,,0
530000004,200,0,3,30000,0,|n|单体攻击|n|攻击+35|n|使对方昏迷持续1.5秒|n|附加550点命中,5,0,0,斩龙,4,0$,0,0,1,610000054,0,590000436,4,1,3,,53000007,-247,单体攻击|n|攻击+179|n|使对方昏迷持续3.3秒|n|附加1000点命中,,72,10,21994,,0
801000010,0,,,2000,0,,0,,,,,,0,0,,0,,,,,,0,,,,,,,,,
802000017,2,1,0,5000,0,,0,,,天罚,802000017,0$,0,1,1,,0,,5,,2,,0,0,对周围玩家造成大量的伤害,,0,1,0,,0
570000041,0,,,15000,0,,0,,,,,,,,,0,,,,,,0,,,,,,,,,
781000006,2,,,5000,0,,0,,,,,,751000010,1,,,,,,,2,,,,,,,,,,
510000001,20,0,1,2500,0,|n|单体攻击|n|攻击+15,10,0,0,离火,1,0$,0,0,1,610000004,0,590000442,4,0,3,,51000003,-24,单体攻击|n|攻击+15,,5,1,28,,0
510000001,20,0,1,2500,0,|n|单体攻击|n|攻击+15,10,0,0,离火,1,0$,0,0,1,610000004,0,590000442,4,0,3,,51000003,-28,单体攻击|n|攻击+24,,13,2,105,,0
510000001,20,0,1,2500,0,|n|单体攻击|n|攻击+15,10,0,0,离火,1,0$,0,0,1,610000004,0,590000442,4,0,3,,51000003,-32,单体攻击|n|攻击+35,,21,3,510,,0
510000001,20,0,1,2500,0,|n|单体攻击|n|攻击+15,10,0,0,离火,1,0$,0,0,1,610000004,0,590000442,4,0,3,,51000003,-36,单体攻击|n|攻击+48,,29,4,1264,,0
510000001,20,0,1,2500,0,|n|单体攻击|n|攻击+15,10,0,0,离火,1,0$,0,0,1,610000004,0,590000442,4,0,3,,51000003,-40,单体攻击|n|攻击+63,,37,5,4164,,0
510000001,20,0,1,2500,0,|n|单体攻击|n|攻击+15,10,0,0,离火,1,0$,0,0,1,610000004,0,590000442,4,0,3,,51000003,-44,单体攻击|n|攻击+80,,45,6,6792,,0
510000001,20,0,1,2500,0,|n|单体攻击|n|攻击+15,10,0,0,离火,1,0$,0,0,1,610000004,0,590000442,4,0,3,,51000003,-48,单体攻击|n|攻击+99,,53,7,10225,,0
510000001,20,0,1,2500,0,|n|单体攻击|n|攻击+15,10,0,0,离火,1,0$,0,0,1,610000004,0,590000442,4,0,3,,51000003,-52,单体攻击|n|攻击+120,,61,8,14531,,0
510000001,20,0,1,2500,0,|n|单体攻击|n|攻击+15,10,0,0,离火,1,0$,0,0,1,610000004,0,590000442,4,0,3,,51000003,-56,单体攻击|n|攻击+143,,69,9,19774,,0
510000001,20,0,1,2500,0,|n|单体攻击|n|攻击+15,10,0,0,离火,1,0$,0,0,1,610000004,0,590000442,4,0,3,,51000003,-60,单体攻击|n|攻击+168,,77,10,26013,,0
540000004,2,,,0,0,,3,,,,,,,,,0,,,,,,0,,,,,,,,,
751000020,0,,,10000,0,,0,,,,,,,,,0,,,,,,0,,,,,,,,,
802000015,0,,,0,0,,0,0,0,,,,510000005,0,,0,,510000021,,0,3,0,,,,,,,,,
752000006,2,,,10000,0,,15,,,,,,580000016,0,,0,,581000002,,,,0,,,,,,,,,
510000006,20,1,1,60000,0,|n|群体辅助|n|清除负面状态|n|回复10%生命,0,0,0,祥瑞,6,0$,0,0,1,610000005,0,590000439,1,0,3,,51000009,-260,群体辅助|n|清除负面状态|n|回复10%生命,,30,1,2465,,0
510000006,20,1,1,60000,0,|n|群体辅助|n|清除负面状态|n|回复10%生命,0,0,0,祥瑞,6,0$,0,0,1,610000005,0,590000439,1,0,3,,51000009,-286,群体辅助|n|清除负面状态|n|回复12%生命,,40,2,3624,,0
510000006,20,1,1,60000,0,|n|群体辅助|n|清除负面状态|n|回复10%生命,0,0,0,祥瑞,6,0$,0,0,1,610000005,0,590000439,1,0,3,,51000009,-312,群体辅助|n|清除负面状态|n|回复14%生命,,45,3,5060,,0
510000006,20,1,1,60000,0,|n|群体辅助|n|清除负面状态|n|回复10%生命,0,0,0,祥瑞,6,0$,0,0,1,610000005,0,590000439,1,0,3,,51000009,-338,群体辅助|n|清除负面状态|n|回复16%生命,,50,4,6792,,0
510000006,20,1,1,60000,0,|n|群体辅助|n|清除负面状态|n|回复10%生命,0,0,0,祥瑞,6,0$,0,0,1,610000005,0,590000439,1,0,3,,51000009,-364,群体辅助|n|清除负面状态|n|回复18%生命,,55,5,8839,,0
510000006,20,1,1,60000,0,|n|群体辅助|n|清除负面状态|n|回复10%生命,0,0,0,祥瑞,6,0$,0,0,1,610000005,0,590000439,1,0,3,,51000009,-390,群体辅助|n|清除负面状态|n|回复20%生命,,60,6,11217,,0
510000006,20,1,1,60000,0,|n|群体辅助|n|清除负面状态|n|回复10%生命,0,0,0,祥瑞,6,0$,0,0,1,610000005,0,590000439,1,0,3,,51000009,-416,群体辅助|n|清除负面状态|n|回复22%生命,,65,7,13943,,0
510000006,20,1,1,60000,0,|n|群体辅助|n|清除负面状态|n|回复10%生命,0,0,0,祥瑞,6,0$,0,0,1,610000005,0,590000439,1,0,3,,51000009,-442,群体辅助|n|清除负面状态|n|回复24%生命,,70,8,17032,,0
510000006,20,1,1,60000,0,|n|群体辅助|n|清除负面状态|n|回复10%生命,0,0,0,祥瑞,6,0$,0,0,1,610000005,0,590000439,1,0,3,,51000009,-468,群体辅助|n|清除负面状态|n|回复26%生命,,75,9,20498,,0
510000006,20,1,1,60000,0,|n|群体辅助|n|清除负面状态|n|回复10%生命,0,0,0,祥瑞,6,0$,0,0,1,610000005,0,590000439,1,0,3,,51000009,-494,群体辅助|n|清除负面状态|n|回复28%生命,,80,10,24357,,0
600000001,0,0,0,0,0,,15,0,0,法宝定身,600000001,1$,0,0,10,0,0,188810021,4,1,3,0,540000006,0,攻击有2%几率定身目标3秒,,0,1,0,,0
600000001,0,0,0,0,0,,15,0,0,法宝定身,600000001,1$,0,0,10,0,0,188810021,4,1,3,0,540000006,0,攻击有4%几率定身目标3秒,,0,2,0,,0
600000001,0,0,0,0,0,,15,0,0,法宝定身,600000001,1$,0,0,10,0,0,188810021,4,1,3,0,540000006,0,攻击有6%几率定身目标3秒,,0,3,0,,0
600000001,0,0,0,0,0,,15,0,0,法宝定身,600000001,1$,0,0,10,0,0,188810021,4,1,3,0,540000006,0,攻击有8%几率定身目标3秒,,0,4,0,,0
600000001,0,0,0,0,0,,15,0,0,法宝定身,600000001,1$,0,0,10,0,0,188810021,4,1,3,0,540000006,0,攻击有10%几率定身目标3秒,,0,5,0,,0
770000001,0,,,0,0,,0,,,,,,530000013,1,,0,,,,,,0,,,,,,,,,
600000003,0,0,0,0,0,,15,0,0,法宝猛击,600000003,1$,0,0,10,0,0,188810025,4,1,3,0,540000006,0,攻击有1%造成2倍伤害,,0,1,0,,0
600000003,0,0,0,0,0,,15,0,0,法宝猛击,600000003,1$,0,0,10,0,0,188810025,4,1,3,0,540000006,0,攻击有2%造成3倍伤害,,0,2,0,,0
600000003,0,0,0,0,0,,15,0,0,法宝猛击,600000003,1$,0,0,10,0,0,188810025,4,1,3,0,540000006,0,攻击有3%造成4倍伤害,,0,3,0,,0
600000003,0,0,0,0,0,,15,0,0,法宝猛击,600000003,1$,0,0,10,0,0,188810025,4,1,3,0,540000006,0,攻击有4%造成5倍伤害,,0,4,0,,0
600000003,0,0,0,0,0,,15,0,0,法宝猛击,600000003,1$,0,0,10,0,0,188810025,4,1,3,0,540000006,0,攻击有5%造成6倍伤害,,0,5,0,,0
802000002,2,1,0,0,0,,0,,,去除燃烧状态,802000002,0$,770000003,1,1,,0,530000003,5,1,2,,75100009,0,去除BOSS的燃烧状态,,0,1,0,,0
740000002,0,,,0,2000,,4,,,,,,,,,0,,,,,3,0,,,,,,,,,
751000014,0,1,0,5000,0,,0,,,血色狂热,751000014,0$,,,1,,0,,3,,,,75100005,0,召唤四圣·朱雀，为玩家增加攻击力。,,0,0,0,,0
751000014,0,1,0,5000,0,,0,,,血色狂热,751000014,0$,,,1,,0,,3,,,,75100005,0,召唤四圣·朱雀，为玩家增加33攻击力。,,0,1,0,,30
751000014,0,1,0,5000,0,,0,,,血色狂热,751000014,0$,,,1,,0,,3,,,,75100005,0,召唤四圣·朱雀，为玩家增加48攻击力。,,0,2,0,,30
751000014,0,1,0,5000,0,,0,,,血色狂热,751000014,0$,,,1,,0,,3,,,,75100005,0,召唤四圣·朱雀，为玩家增加82攻击力。,,0,3,0,,30
751000014,0,1,0,5000,0,,0,,,血色狂热,751000014,0$,,,1,,0,,3,,,,75100005,0,召唤四圣·朱雀，为玩家增加234攻击力。,,0,4,0,,30
751000014,0,1,0,5000,0,,0,,,血色狂热,751000014,0$,,,1,,0,,3,,,,75100005,0,召唤四圣·朱雀，为玩家增加370攻击力。,,0,5,0,,30
751000014,0,1,0,5000,0,,0,,,血色狂热,751000014,0$,,,1,,0,,3,,,,75100005,0,召唤四圣·朱雀，为玩家增加737攻击力。,,0,6,0,,30
751000014,0,1,0,5000,0,,0,,,血色狂热,751000014,0$,,,1,,0,,3,,,,75100005,0,召唤四圣·朱雀，为玩家增加1154攻击力。,,0,7,0,,30
751000014,0,1,0,5000,0,,0,,,血色狂热,751000014,0$,,,1,,0,,3,,,,75100005,0,召唤四圣·朱雀，为玩家增加1433攻击力。,,0,8,0,,30
751000014,0,1,0,5000,0,,0,,,血色狂热,751000014,0$,,,1,,0,,3,,,,75100005,0,召唤四圣·朱雀，为玩家增加1736攻击力。,,0,9,0,,60
751000014,0,1,0,5000,0,,0,,,血色狂热,751000014,0$,,,1,,0,,3,,,,75100005,0,召唤四圣·朱雀，为玩家增加2150攻击力。,,0,10,0,,90
751000010,2,1,0,20000,0,,0,,,深寒风暴,751000010,0$,222200001,1,1,,0,,4,,2,,75100010,0,通灵使召唤寒冬风雪，对周围敌人造成272伤害。,,0,1,0,,10
751000010,2,1,0,20000,0,,0,,,深寒风暴,751000010,0$,222200001,1,1,,0,,4,,2,,75100010,0,通灵使召唤寒冬风雪，对周围敌人造成460伤害。,,0,2,0,,10
751000010,2,1,0,20000,0,,0,,,深寒风暴,751000010,0$,222200001,1,1,,0,,4,,2,,75100010,0,通灵使召唤寒冬风雪，对周围敌人造成626伤害。,,0,3,0,,10
751000010,2,1,0,20000,0,,0,,,深寒风暴,751000010,0$,222200001,1,1,,0,,4,,2,,75100010,0,通灵使召唤寒冬风雪，对周围敌人造成1120伤害。,,0,4,0,,10
751000010,2,1,0,20000,0,,0,,,深寒风暴,751000010,0$,222200001,1,1,,0,,4,,2,,75100010,0,通灵使召唤寒冬风雪，对周围敌人造成1414伤害。,,0,5,0,,10
751000010,2,1,0,20000,0,,0,,,深寒风暴,751000010,0$,222200001,1,1,,0,,4,,2,,75100010,0,通灵使召唤寒冬风雪，对周围敌人造成1806伤害。,,0,6,0,,10
751000010,2,1,0,20000,0,,0,,,深寒风暴,751000010,0$,222200001,1,1,,0,,4,,2,,75100010,0,通灵使召唤寒冬风雪，对周围敌人造成2357伤害。,,0,7,0,,10
751000010,2,1,0,20000,0,,0,,,深寒风暴,751000010,0$,222200001,1,1,,0,,4,,2,,75100010,0,通灵使召唤寒冬风雪，对周围敌人造成2726伤害。,,0,8,0,,10
751000010,2,1,0,20000,0,,0,,,深寒风暴,751000010,0$,222200001,1,1,,0,,4,,2,,75100010,0,通灵使召唤寒冬风雪，对周围敌人造成4037伤害。,,0,9,0,,10
751000010,2,1,0,20000,0,,0,,,深寒风暴,751000010,0$,222200001,1,1,,0,,4,,2,,75100010,0,通灵使召唤寒冬风雪，对周围敌人造成4804伤害。,,0,10,0,,10
570000042,0,,,15000,0,,0,,,,,,,,,0,,,,,,0,,,,,,,,,
550000001,2,,,0,0,,8,,,,,,,,,0,,,,,,0,,,,,,,,,
