key,add_states,allowableClass,amulet_exp,baserepaired,bonding,caizhuangid,canuse,classtype,clothesEff,damage,defense,description,displayid,equipmentset,inventorytype,item_from_where,level,maxDurability,maxSocket,name,overdue_type,pet_studylevel,popupwnd,qualty,questid,requiredlevel,sellPrice,sockettype,spellcategory,spellcooldown,spellid,stackable,states,subclass,tipsclass,useable
27000850,,0,0,0,0,0,1,145,0,0$0$0,0$0$0,法宝技能：五级威慑抵抗|n|学习后可完全抵抗法宝全部等级灵能威慑效果|n|注意：需要先学习四级威慑抵抗,3800095,0,0,在“法宝”—“技能”中获取,1,0,0,五级威慑抵抗,0,0,,4,0,1$100,0,,0,0,0,1,,3,9,0
27000851,,0,0,0,2,0,1,145,0,0$0$0,0$0$0,法宝技能：五级威慑抵抗|n|学习后可完全抵抗法宝全部等级灵能威慑效果|n|注意：需要先学习四级威慑抵抗,3800095,0,0,在“法宝”—“技能”中获取,1,0,0,五级威慑抵抗,0,0,,4,0,1$100,0,,0,0,0,1,,3,9,0
2060300,,0,0,0,2,0,1,131,0,0$0$0,0$0$0,打开可获得一只[20成长值、20资质值#ff00ff]的蓝色仙宠,2060260,0,0,蓝钻会员专属仙宠,1,0,0,宠物蛋（慧眼刚鬣）,0,0,pet_egg$0,4,0,1$100,0,,0,0,0,1,28^28^28^28$29^29^29^29$30^30^30^30$27^27^27^27,0,4,0
19030010,,0,32,0,0,0,0,0,0,0$0$0,0$0$0,诛杀妖魔的凭证令牌，交给收集狂人可获得大量经验。,2050680,0,0,可通过[幽谷道#00ff00]、[玉蛟宫#00ff00]、[绯红岭#00ff00]、[诛魔台#00ff00]、[锁命塔#00ff00]击杀boss获得。,1,0,0,妖磷石,0,0,,0,0,1$100,0,,0,0,0,99,,0,8,0
14000150,,0,0,0,0,0,0,15,0,0$0$0,0$0$0,天地五行精气孕育而成，镶嵌于兵甲之上可获得种种不可思议的提升。 |n|只能镶嵌到武器和饰品上,2010010,0,0,可在[炼器#00ff00]中的[合成#00ff00]中获得,5,0,0,5级力量石,0,0,enchant$3,2,0,0$100,50,105,0,0,0,999,力量^62,3,12,0
14000151,,0,0,0,2,0,0,15,0,0$0$0,0$0$0,天地五行精气孕育而成，镶嵌于兵甲之上可获得种种不可思议的提升。 |n|只能镶嵌到武器和饰品上,2010010,0,0,可在[炼器#00ff00]中的[合成#00ff00]中获得,5,0,0,5级力量石,0,0,enchant$3,2,0,0$100,50,105,0,0,0,999,力量^62,3,12,0
2060312,,0,0,0,2,0,1,131,0,0$0$0,0$0$0,打开可获得一只[20成长值、20资质值#ff00ff]的蓝色仙宠,2060310,0,0,蓝钻会员专属仙宠,1,0,0,宠物蛋（始熊猫）,0,0,pet_egg$0,0,0,1$100,0,,0,0,0,1,28^28^28^28$29^29^29^29$30^30^30^30$27^27^27^27,0,4,0
2060290,,0,0,0,2,0,1,131,0,0$0$0,0$0$0,打开可获得一只[20成长值、20资质值#ff00ff]的蓝色仙宠,2060260,0,0,蓝钻会员专属仙宠,1,0,0,宠物蛋（慧眼刚鬣）,0,0,pet_egg$0,3,0,1$100,0,,0,0,0,1,28^28^28^28$29^29^29^29$30^30^30^30$27^27^27^27,0,4,0
2060310,,0,0,0,2,0,1,131,0,0$0$0,0$0$0,打开可获得一只[20成长值、20资质值#ff00ff]的蓝色仙宠,2060310,0,0,蓝钻会员专属仙宠,1,0,0,宠物蛋（始熊猫）,0,0,pet_egg$0,0,0,1$100,0,,0,0,0,1,28^28^28^28$29^29^29^29$30^30^30^30$27^27^27^27,0,4,0
14000160,,0,0,0,0,0,0,15,0,0$0$0,0$0$0,天地五行精气孕育而成，镶嵌于兵甲之上可获得种种不可思议的提升。 |n|只能镶嵌到武器和饰品上。,2010010,0,0,可在[炼器#00ff00]中的[合成#00ff00]中获得,6,0,0,6级力量石,0,0,enchant$3,2,0,0$100,60,106,0,0,0,999,力量^87,3,12,0
14000161,,0,0,0,2,0,0,15,0,0$0$0,0$0$0,天地五行精气孕育而成，镶嵌于兵甲之上可获得种种不可思议的提升。 |n|只能镶嵌到武器和饰品上。,2010010,0,0,可在[炼器#00ff00]中的[合成#00ff00]中获得,6,0,0,6级力量石,0,0,enchant$3,2,0,0$100,60,106,0,0,0,999,力量^87,3,12,0
2060322,,0,0,0,2,0,1,131,0,0$0$0,0$0$0,打开可获得一只[20成长值、20资质值#ff00ff]的蓝色仙宠,2060310,0,0,蓝钻会员专属仙宠,1,0,0,宠物蛋（始熊猫）,0,0,pet_egg$0,1,0,1$100,0,,0,0,0,1,28^28^28^28$29^29^29^29$30^30^30^30$27^27^27^27,0,4,0
21000230,,0,0,0,0,0,1,131,0,0$0$0,0$0$0,打开可获得一只[20成长值、30资质值#ff00ff]的紫色仙宠,3101002,0,0,,1,0,0,神秘驯鹿召唤符,0,0,,3,0,1$100,0,,0,0,0,99,,3,4,0
21000231,,0,0,0,2,0,1,131,0,0$0$0,0$0$0,打开可获得一只[20成长值、30资质值#ff00ff]的紫色仙宠,3101002,0,0,,1,0,0,神秘驯鹿召唤符,0,0,,3,0,1$100,0,,0,0,0,99,,3,4,0
2060320,,0,0,0,2,0,1,131,0,0$0$0,0$0$0,打开可获得一只[20成长值、20资质值#ff00ff]的蓝色仙宠,2060310,0,0,蓝钻会员专属仙宠,1,0,0,宠物蛋（始熊猫）,0,0,pet_egg$0,1,0,1$100,0,,0,0,0,1,28^28^28^28$29^29^29^29$30^30^30^30$27^27^27^27,0,4,0
14000170,,0,0,0,0,0,0,15,0,0$0$0,0$0$0,天地五行精气孕育而成，镶嵌于兵甲之上可获得种种不可思议的提升。 |n|只能镶嵌到武器和饰品上。,2010010,0,0,可在[炼器#00ff00]中的[合成#00ff00]中获得,7,0,0,7级力量石,0,0,enchant$3,3,0,0$100,70,107,0,0,0,999,力量^124,3,12,0
14000171,,0,0,0,2,0,0,15,0,0$0$0,0$0$0,天地五行精气孕育而成，镶嵌于兵甲之上可获得种种不可思议的提升。 |n|只能镶嵌到武器和饰品上。,2010010,0,0,可在[炼器#00ff00]中的[合成#00ff00]中获得,7,0,0,7级力量石,0,0,enchant$3,3,0,0$100,70,107,0,0,0,999,力量^124,3,12,0
2060332,,0,0,0,2,0,1,131,0,0$0$0,0$0$0,打开可获得一只[20成长值、20资质值#ff00ff]的蓝色仙宠,2060310,0,0,蓝钻会员专属仙宠,1,0,0,宠物蛋（始熊猫）,0,0,pet_egg$0,2,0,1$100,0,,0,0,0,1,28^28^28^28$29^29^29^29$30^30^30^30$27^27^27^27,0,4,0
13140010,,0,1121,0,0,0,0,123,0,0$0$0,0$0$0,提高仙宠天资提升成功率5%的符咒,2050030,0,0,,1,0,0,仙宠天资幸运咒,0,0,PetWnd$1,2,0,1$100,0,,0,0,0,99,,3,4,0
13140011,,0,1121,0,2,0,0,123,0,0$0$0,0$0$0,提高仙宠天资提升成功率5%的符咒,2050030,0,0,,1,0,0,仙宠天资幸运咒,0,0,PetWnd$1,2,0,1$100,0,,0,0,0,99,,3,4,0
11010100,,0,0,0,0,0,1,79,0,0$0$0,0$0$0,直接回复400点生命。,2000010,0,0,NPC处直接购买,1,0,0,小红瓶,0,0,,0,0,0$100,2,,3,15000,570000021,999,,2,1,0
11010101,,0,0,0,2,0,1,79,0,0$0$0,0$0$0,直接回复400点生命。,2000010,0,0,NPC处直接购买,1,0,0,小红瓶,0,0,,0,0,0$100,2,,3,15000,570000021,999,,2,1,0
2060342,,0,0,0,2,0,1,131,0,0$0$0,0$0$0,打开可获得一只[20成长值、20资质值#ff00ff]的蓝色仙宠,2060310,0,0,蓝钻会员专属仙宠,1,0,0,宠物蛋（始熊猫）,0,0,pet_egg$0,3,0,1$100,0,,0,0,0,1,28^28^28^28$29^29^29^29$30^30^30^30$27^27^27^27,0,4,0
21000250,,0,0,0,0,0,1,131,0,0$0$0,0$0$0,打开可获得一只[20成长值、30资质值#ff00ff]的玉兔萌萌仙宠蛋，四阶可变为可爱萝莉哦。,3101002,0,0,,1,0,0,广寒宫玉兔召唤符,0,0,pet_egg$0,3,0,1$100,0,,0,0,0,99,50^50^50^50$51^51^51^51$52^52^52^52$53^53^53^53,3,4,0
21000251,,0,0,0,2,0,1,131,0,0$0$0,0$0$0,打开可获得一只[20成长值、30资质值#ff00ff]的玉兔萌萌仙宠蛋，四阶可变为可爱萝莉哦。,3101002,0,0,,1,0,0,广寒宫玉兔召唤符,0,0,pet_egg$0,3,0,1$100,0,,0,0,0,99,50^50^50^50$51^51^51^51$52^52^52^52$53^53^53^53,3,4,0
14000180,,0,0,0,0,0,0,15,0,0$0$0,0$0$0,天地五行精气孕育而成，镶嵌于兵甲之上可获得种种不可思议的提升。 |n|只能镶嵌到武器和饰品上。,2010010,0,0,可在[炼器#00ff00]中的[合成#00ff00]中获得,8,0,0,8级力量石,0,0,enchant$3,3,0,0$100,80,108,0,0,0,999,力量^164,3,12,0
14000181,,0,0,0,2,0,0,15,0,0$0$0,0$0$0,天地五行精气孕育而成，镶嵌于兵甲之上可获得种种不可思议的提升。 |n|只能镶嵌到武器和饰品上。,2010010,0,0,可在[炼器#00ff00]中的[合成#00ff00]中获得,8,0,0,8级力量石,0,0,enchant$3,3,0,0$100,80,108,0,0,0,999,力量^164,3,12,0
2060350,,0,0,0,2,0,1,131,0,0$0$0,0$0$0,打开可获得一只[20成长值、20资质值#ff00ff]的蓝色仙宠,2060310,0,0,蓝钻会员专属仙宠,1,0,0,宠物蛋（始熊猫）,0,0,pet_egg$0,4,0,1$100,0,,0,0,0,1,28^28^28^28$29^29^29^29$30^30^30^30$27^27^27^27,0,4,0
2060352,,0,0,0,2,0,1,131,0,0$0$0,0$0$0,打开可获得一只[20成长值、20资质值#ff00ff]的蓝色仙宠,2060310,0,0,蓝钻会员专属仙宠,1,0,0,宠物蛋（始熊猫）,0,0,pet_egg$0,4,0,1$100,0,,0,0,0,1,28^28^28^28$29^29^29^29$30^30^30^30$27^27^27^27,0,4,0
2060330,,0,0,0,2,0,1,131,0,0$0$0,0$0$0,打开可获得一只[20成长值、20资质值#ff00ff]的蓝色仙宠,2060310,0,0,蓝钻会员专属仙宠,1,0,0,宠物蛋（始熊猫）,0,0,pet_egg$0,2,0,1$100,0,,0,0,0,1,28^28^28^28$29^29^29^29$30^30^30^30$27^27^27^27,0,4,0
2060360,,0,0,0,2,0,1,131,0,0$0$0,0$0$0,打开可获得一只[20成长值、20资质值#ff00ff]的蓝色仙宠,2060360,0,0,蓝钻会员专属仙宠,1,0,0,宠物蛋（玄武）,0,0,pet_egg$0,0,0,1$100,0,,0,0,0,1,28^28^28^28$29^29^29^29$30^30^30^30$27^27^27^27,0,4,0
2060362,,0,0,0,2,0,1,131,0,0$0$0,0$0$0,打开可获得一只[20成长值、20资质值#ff00ff]的蓝色仙宠,2060360,0,0,蓝钻会员专属仙宠,1,0,0,宠物蛋（玄武）,0,0,pet_egg$0,0,0,1$100,0,,0,0,0,1,28^28^28^28$29^29^29^29$30^30^30^30$27^27^27^27,0,4,0
1040461,,0,0,10,1,0,1,9,0,104$104$104,0$0$0,,1040460,0,13,,60,100,5,麒麟项链,0,0,,3,0,60$100,240,,0,0,0,1,魔攻^23$远攻^23$近攻^23$命中^23$暴伤^23,1,2,0
27000910,,0,0,0,0,0,1,145,0,0$0$0,0$0$0,法宝技能：一级破甲抵抗|n|学习后可完全抵抗法宝一级灵能破甲效果,3800096,0,0,在“法宝”—“技能”中获取,1,0,0,一级破甲抵抗,0,0,,0,0,1$100,0,,0,0,0,1,,3,9,0
27000911,,0,0,0,2,0,1,145,0,0$0$0,0$0$0,法宝技能：一级破甲抵抗|n|学习后可完全抵抗法宝一级灵能破甲效果,3800096,0,0,在“法宝”—“技能”中获取,1,0,0,一级破甲抵抗,0,0,,0,0,1$100,0,,0,0,0,1,,3,9,0
14000210,,0,82,0,0,0,0,15,0,0$0$0,0$0$0,天地五行精气孕育而成，镶嵌于兵甲之上可获得种种不可思议的提升。 |n|只能镶嵌到武器和饰品上,2010100,0,0,可通过挑战各[副本#00ff00]获得也可在[造物#00ff00]，[仙缘福报#00ff00]中获得,1,0,0,1级敏捷石,0,0,enchant$3,0,0,0$100,10,201,0,0,0,999,敏捷^9,3,12,0
14000211,,0,82,0,2,0,0,15,0,0$0$0,0$0$0,天地五行精气孕育而成，镶嵌于兵甲之上可获得种种不可思议的提升。 |n|只能镶嵌到武器和饰品上,2010100,0,0,可通过挑战各[副本#00ff00]获得也可在[造物#00ff00]，[仙缘福报#00ff00]中获得,1,0,0,1级敏捷石,0,0,enchant$3,0,0,0$100,10,201,0,0,0,999,敏捷^9,3,12,0
2060372,,0,0,0,2,0,1,131,0,0$0$0,0$0$0,打开可获得一只[20成长值、20资质值#ff00ff]的蓝色仙宠,2060360,0,0,蓝钻会员专属仙宠,1,0,0,宠物蛋（玄武）,0,0,pet_egg$0,1,0,1$100,0,,0,0,0,1,28^28^28^28$29^29^29^29$30^30^30^30$27^27^27^27,0,4,0
1110101,,3,0,2,1,0,1,24,0,0$0$0,4$4$4,,1110100,0,8,,1,100,4,新手战盾,0,0,,0,0,1$100,5,,0,0,0,1,,1,2,0
1110102,,3,0,2,2,0,1,24,0,0$0$0,4$4$4,,1110100,0,8,,1,100,4,新手战盾,0,0,,0,0,1$100,5,,0,0,0,1,,1,2,0
27000920,,0,0,0,0,0,1,145,0,0$0$0,0$0$0,法宝技能：二级破甲抵抗|n|学习后可完全抵抗法宝二级及以下等级灵能破甲效果|n|注意：需要先学习一级破甲抵抗,3800097,0,0,在“法宝”—“技能”中获取,1,0,0,二级破甲抵抗,0,0,,1,0,1$100,0,,0,0,0,1,,3,9,0
10023001,,0,0,0,2,0,1,0,0,0$0$0,0$0$0,双击左键打开后获得以下物品：|n|神行鞋*3|n|九转紫金丹*2|n|1.5倍经验药*1|n|凡品还魂丹*1,2403084,0,0,,1,0,0,蓝色活跃礼盒,0,0,,2,0,1$100,0,,0,0,0,99,,0,7,0
2060340,,0,0,0,2,0,1,131,0,0$0$0,0$0$0,打开可获得一只[20成长值、20资质值#ff00ff]的蓝色仙宠,2060310,0,0,蓝钻会员专属仙宠,1,0,0,宠物蛋（始熊猫）,0,0,pet_egg$0,3,0,1$100,0,,0,0,0,1,28^28^28^28$29^29^29^29$30^30^30^30$27^27^27^27,0,4,0
14000220,,0,367,0,0,0,0,15,0,0$0$0,0$0$0,天地五行精气孕育而成，镶嵌于兵甲之上可获得种种不可思议的提升。 |n|只能镶嵌到武器和饰品上,2010100,0,0,可通过挑战[风啸岬#00ff00]副本获得也可在[仙缘福报#00ff00]和[炼器#00ff00]中获得,2,0,0,2级敏捷石,0,0,enchant$3,0,0,0$100,20,202,0,0,0,999,敏捷^18,3,12,0
14000221,,0,367,0,2,0,0,15,0,0$0$0,0$0$0,天地五行精气孕育而成，镶嵌于兵甲之上可获得种种不可思议的提升。 |n|只能镶嵌到武器和饰品上,2010100,0,0,可通过挑战[风啸岬#00ff00]副本获得也可在[仙缘福报#00ff00]和[炼器#00ff00]中获得,2,0,0,2级敏捷石,0,0,enchant$3,0,0,0$100,20,202,0,0,0,999,敏捷^18,3,12,0
2060382,,0,0,0,2,0,1,131,0,0$0$0,0$0$0,打开可获得一只[20成长值、20资质值#ff00ff]的蓝色仙宠,2060360,0,0,蓝钻会员专属仙宠,1,0,0,宠物蛋（玄武）,0,0,pet_egg$0,2,0,1$100,0,,0,0,0,1,28^28^28^28$29^29^29^29$30^30^30^30$27^27^27^27,0,4,0
1040462,,0,0,10,2,0,1,9,0,104$104$104,0$0$0,,1040460,0,13,,60,100,5,麒麟项链,0,0,,3,0,60$100,240,,0,0,0,1,魔攻^23$远攻^23$近攻^23$命中^23$暴伤^23,1,2,0
27000921,,0,0,0,2,0,1,145,0,0$0$0,0$0$0,法宝技能：二级破甲抵抗|n|学习后可完全抵抗法宝二级及以下等级灵能破甲效果|n|注意：需要先学习一级破甲抵抗,3800097,0,0,在“法宝”—“技能”中获取,1,0,0,二级破甲抵抗,0,0,,1,0,1$100,0,,0,0,0,1,,3,9,0
27000930,,0,0,0,0,0,1,145,0,0$0$0,0$0$0,法宝技能：三级破甲抵抗|n|学习后可完全抵抗法宝三级及以下等级灵能破甲效果|n|注意：需要先学习二级破甲抵抗,3800098,0,0,在“法宝”—“技能”中获取,1,0,0,三级破甲抵抗,0,0,,2,0,1$100,0,,0,0,0,1,,3,9,0
27000931,,0,0,0,2,0,1,145,0,0$0$0,0$0$0,法宝技能：三级破甲抵抗|n|学习后可完全抵抗法宝三级及以下等级灵能破甲效果|n|注意：需要先学习二级破甲抵抗,3800098,0,0,在“法宝”—“技能”中获取,1,0,0,三级破甲抵抗,0,0,,2,0,1$100,0,,0,0,0,1,,3,9,0
2060380,,0,0,0,2,0,1,131,0,0$0$0,0$0$0,打开可获得一只[20成长值、20资质值#ff00ff]的蓝色仙宠,2060360,0,0,蓝钻会员专属仙宠,1,0,0,宠物蛋（玄武）,0,0,pet_egg$0,2,0,1$100,0,,0,0,0,1,28^28^28^28$29^29^29^29$30^30^30^30$27^27^27^27,0,4,0
11051110,,0,0,0,0,0,1,0,0,0$0$0,0$0$0,防御+7%，持续30分钟,2000300,0,0,仙门[百宝阁#00ff00]中购买或在[仙缘福报#00ff00]中获得,1,0,0,大防丹,0,0,,3,0,1$100,0,,10,2000,200000503,99,,2,1,0
11051111,,0,0,0,2,0,1,0,0,0$0$0,0$0$0,防御+7%，持续30分钟,2000300,0,0,仙门[百宝阁#00ff00]中购买或在[仙缘福报#00ff00]中获得,1,0,0,大防丹,0,0,,3,0,1$100,0,,10,2000,200000503,99,,2,1,0
2060392,,0,0,0,2,0,1,131,0,0$0$0,0$0$0,打开可获得一只[20成长值、20资质值#ff00ff]的蓝色仙宠,2060360,0,0,蓝钻会员专属仙宠,1,0,0,宠物蛋（玄武）,0,0,pet_egg$0,3,0,1$100,0,,0,0,0,1,28^28^28^28$29^29^29^29$30^30^30^30$27^27^27^27,0,4,0
24060010,,0,0,0,0,0,0,0,0,0$0$0,0$0$0,可洗练绿色品质剑灵的附加属性。,24060010,0,0,可通过[造物#00ff00]对应品质的圣品石获得,0,0,0,绿色炼魂石,0,0,,1,0,1$100,0,,0,0,0,99,,0,9,0
24060011,,0,0,0,2,0,0,0,0,0$0$0,0$0$0,可洗练绿色品质剑灵的附加属性。,24060010,0,0,可通过[造物#00ff00]对应品质的圣品石获得,0,0,0,绿色炼魂石,0,0,,1,0,1$100,0,,0,0,0,99,,0,9,0
27000940,,0,0,0,0,0,1,145,0,0$0$0,0$0$0,法宝技能：四级破甲抵抗|n|学习后可完全抵抗法宝四级及以下等级灵能破甲效果|n|注意：需要先学习三级破甲抵抗,3800099,0,0,在“法宝”—“技能”中获取,1,0,0,四级破甲抵抗,0,0,,3,0,1$100,0,,0,0,0,1,,3,9,0
27000941,,0,0,0,2,0,1,145,0,0$0$0,0$0$0,法宝技能：四级破甲抵抗|n|学习后可完全抵抗法宝四级及以下等级灵能破甲效果|n|注意：需要先学习三级破甲抵抗,3800099,0,0,在“法宝”—“技能”中获取,1,0,0,四级破甲抵抗,0,0,,3,0,1$100,0,,0,0,0,1,,3,9,0
14000230,,0,1794,0,0,0,0,15,0,0$0$0,0$0$0,天地五行精气孕育而成，镶嵌于兵甲之上可获得种种不可思议的提升。 |n|只能镶嵌到武器和饰品上,2010100,0,0,可在[仙缘福报#00ff00]和[炼器#00ff00]中获得,3,0,0,3级敏捷石,0,0,enchant$3,1,0,0$100,30,203,0,0,0,999,敏捷^29,3,12,0
14000231,,0,1794,0,2,0,0,15,0,0$0$0,0$0$0,天地五行精气孕育而成，镶嵌于兵甲之上可获得种种不可思议的提升。 |n|只能镶嵌到武器和饰品上,2010100,0,0,可在[仙缘福报#00ff00]和[炼器#00ff00]中获得,3,0,0,3级敏捷石,0,0,enchant$3,1,0,0$100,30,203,0,0,0,999,敏捷^29,3,12,0
14000240,,0,0,0,0,0,0,15,0,0$0$0,0$0$0,天地五行精气孕育而成，镶嵌于兵甲之上可获得种种不可思议的提升。 |n|只能镶嵌到武器和饰品上,2010100,0,0,可在[炼器#00ff00]中的[合成#00ff00]中获得,4,0,0,4级敏捷石,0,0,enchant$3,1,0,0$100,40,204,0,0,0,999,敏捷^44,3,12,0
14000241,,0,0,0,2,0,0,15,0,0$0$0,0$0$0,天地五行精气孕育而成，镶嵌于兵甲之上可获得种种不可思议的提升。 |n|只能镶嵌到武器和饰品上,2010100,0,0,可在[炼器#00ff00]中的[合成#00ff00]中获得,4,0,0,4级敏捷石,0,0,enchant$3,1,0,0$100,40,204,0,0,0,999,敏捷^44,3,12,0
2060402,,0,0,0,2,0,1,131,0,0$0$0,0$0$0,打开可获得一只[20成长值、20资质值#ff00ff]的蓝色仙宠,2060360,0,0,蓝钻会员专属仙宠,1,0,0,宠物蛋（玄武）,0,0,pet_egg$0,4,0,1$100,0,,0,0,0,1,28^28^28^28$29^29^29^29$30^30^30^30$27^27^27^27,0,4,0
24060020,,0,0,0,0,0,0,0,0,0$0$0,0$0$0,可洗练蓝色品质剑灵的附加属性。,24060020,0,0,可通过[造物#00ff00]对应品质的圣品石获得,0,0,0,蓝色炼魂石,0,0,,2,0,1$100,0,,0,0,0,99,,0,9,0
24060021,,0,0,0,2,0,0,0,0,0$0$0,0$0$0,可洗练蓝色品质剑灵的附加属性。,24060020,0,0,可通过[造物#00ff00]对应品质的圣品石获得,0,0,0,蓝色炼魂石,0,0,,2,0,1$100,0,,0,0,0,99,,0,9,0
27000950,,0,0,0,0,0,1,145,0,0$0$0,0$0$0,法宝技能：五级破甲抵抗|n|学习后可完全抵抗法宝全部等级灵能破甲效果|n|注意：需要先学习四级破甲抵抗,3800100,0,0,在“法宝”—“技能”中获取,1,0,0,五级破甲抵抗,0,0,,4,0,1$100,0,,0,0,0,1,,3,9,0
27000951,,0,0,0,2,0,1,145,0,0$0$0,0$0$0,法宝技能：五级破甲抵抗|n|学习后可完全抵抗法宝全部等级灵能破甲效果|n|注意：需要先学习四级破甲抵抗,3800100,0,0,在“法宝”—“技能”中获取,1,0,0,五级破甲抵抗,0,0,,4,0,1$100,0,,0,0,0,1,,3,9,0
2060400,,0,0,0,2,0,1,131,0,0$0$0,0$0$0,打开可获得一只[20成长值、20资质值#ff00ff]的蓝色仙宠,2060360,0,0,蓝钻会员专属仙宠,1,0,0,宠物蛋（玄武）,0,0,pet_egg$0,4,0,1$100,0,,0,0,0,1,28^28^28^28$29^29^29^29$30^30^30^30$27^27^27^27,0,4,0
14000250,,0,0,0,0,0,0,15,0,0$0$0,0$0$0,天地五行精气孕育而成，镶嵌于兵甲之上可获得种种不可思议的提升。 |n|只能镶嵌到武器和饰品上,2010100,0,0,可在[炼器#00ff00]中的[合成#00ff00]中获得,5,0,0,5级敏捷石,0,0,enchant$3,2,0,0$100,50,205,0,0,0,999,敏捷^62,3,12,0
14000251,,0,0,0,2,0,0,15,0,0$0$0,0$0$0,天地五行精气孕育而成，镶嵌于兵甲之上可获得种种不可思议的提升。 |n|只能镶嵌到武器和饰品上,2010100,0,0,可在[炼器#00ff00]中的[合成#00ff00]中获得,5,0,0,5级敏捷石,0,0,enchant$3,2,0,0$100,50,205,0,0,0,999,敏捷^62,3,12,0
